日期时间,节点电价,电能价格,阻塞价格,补全标识
2024-01-03 11:45:00,0.0,0.0,0.0,0
2024-01-03 12:00:00,0.0,0.0,0.0,0
2024-01-03 12:15:00,0.0,0.0,0.0,0
2024-01-03 12:30:00,0.0,0.0,0.0,0
2024-01-03 12:45:00,0.0,0.0,0.0,0
2024-01-03 13:00:00,0.0,0.0,0.0,0
2024-01-03 13:15:00,0.0,0.0,0.0,0
2024-01-03 13:30:00,0.0,0.0,0.0,0
2024-01-03 13:45:00,0.0,0.0,0.0,0
2024-01-03 14:00:00,0.0,0.0,0.0,0
2024-01-03 14:15:00,0.0,0.0,0.0,0
2024-01-03 14:30:00,0.0,0.0,0.0,0
2024-01-03 14:45:00,0.0,0.0,0.0,0
2024-01-03 15:00:00,0.0,0.0,0.0,0
2024-01-03 15:15:00,0.0,0.0,0.0,0
2024-01-03 15:30:00,0.0,0.0,0.0,0
2024-01-03 15:45:00,0.0,0.0,0.0,0
2024-01-03 16:00:00,0.34299999999999997,0.416,-0.073,0
2024-01-03 16:15:00,101.27199999999999,119.949,-18.677,0
2024-01-03 16:30:00,153.545,181.861,-28.316,0
2024-01-03 16:45:00,174.493,207.128,-32.635,0
2024-01-03 17:00:00,199.705,241.866,-42.161,0
2024-01-03 17:15:00,206.07,249.575,-43.505,0
2024-01-03 17:30:00,185.464,224.618,-39.154,0
2024-01-03 17:45:00,182.029,220.458,-38.429,0
2024-01-03 18:00:00,185.77100000000002,224.99,-39.219,0
2024-01-03 18:15:00,189.718,229.772,-40.054,0
2024-01-03 18:30:00,189.718,229.772,-40.054,0
2024-01-03 18:45:00,185.768,224.988,-39.22,0
2024-01-03 19:00:00,182.027,220.457,-38.43,0
2024-01-03 19:15:00,175.15800000000002,212.138,-36.98,0
2024-01-03 19:30:00,165.892,200.916,-35.024,0
2024-01-03 19:45:00,165.892,200.916,-35.024,0
2024-01-03 20:00:00,162.29,196.553,-34.263,0
2024-01-03 20:15:00,161.857,196.028,-34.171,0
2024-01-03 20:30:00,144.785,175.352,-30.567,0
2024-01-03 20:45:00,140.358,169.991,-29.633,0
2024-01-03 21:00:00,144.785,175.352,-30.567,0
2024-01-03 21:15:00,140.813,170.542,-29.729,0
2024-01-03 21:30:00,140.813,170.542,-29.729,0
2024-01-03 21:45:00,137.37900000000002,166.383,-29.004,0
2024-01-03 22:00:00,130.509,158.063,-27.554,0
2024-01-03 22:15:00,133.94400000000002,162.223,-28.279,0
2024-01-03 22:30:00,120.20700000000001,145.585,-25.378,0
2024-01-03 22:45:00,130.509,158.063,-27.554,0
2024-01-03 23:00:00,89.866,108.839,-18.973,0
2024-01-03 23:15:00,0.539,0.653,-0.114,0
2024-01-03 23:30:00,0.8260000000000001,1.0,-0.174,0
2024-01-03 23:45:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 00:00:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 00:15:00,0.26999999999999996,0.351,-0.081,0
2024-01-04 00:30:00,0.26999999999999996,0.351,-0.081,0
2024-01-04 00:45:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 01:00:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 01:15:00,0.5,0.605,-0.105,0
2024-01-04 01:30:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 01:45:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 02:00:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 02:15:00,0.26999999999999996,0.351,-0.081,0
2024-01-04 02:30:00,0.26999999999999996,0.351,-0.081,0
2024-01-04 02:45:00,0.26999999999999996,0.351,-0.081,0
2024-01-04 03:00:00,0.0,0.0,0.0,0
2024-01-04 03:15:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 03:30:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 03:45:00,0.0,0.0,0.0,0
2024-01-04 04:00:00,0.5,0.605,-0.105,0
2024-01-04 04:15:00,0.5,0.605,-0.105,0
2024-01-04 04:30:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 04:45:00,0.5,0.605,-0.105,0
2024-01-04 05:00:00,0.5,0.605,-0.105,0
2024-01-04 05:15:00,0.34299999999999997,0.416,-0.073,0
2024-01-04 05:30:00,0.5,0.605,-0.105,0
2024-01-04 05:45:00,0.539,0.653,-0.114,0
2024-01-04 06:00:00,99.851,120.932,-21.081,0
2024-01-04 06:15:00,103.034,124.787,-21.753,0
2024-01-04 06:30:00,120.20700000000001,145.585,-25.378,0
2024-01-04 06:45:00,123.64099999999999,149.744,-26.103,0
2024-01-04 07:00:00,113.338,137.266,-23.928,0
2024-01-04 07:15:00,137.37900000000002,166.383,-29.004,0
2024-01-04 07:30:00,142.00900000000001,171.985,-29.976,0
2024-01-04 07:45:00,142.00900000000001,171.985,-29.976,0
2024-01-04 08:00:00,133.94899999999998,162.224,-28.275,0
2024-01-04 08:15:00,129.81199999999998,157.213,-27.401,0
2024-01-04 08:30:00,154.557,187.182,-32.625,0
2024-01-04 08:45:00,133.94899999999998,162.224,-28.275,0
2024-01-04 09:00:00,103.208,124.994,-21.786,0
2024-01-04 09:15:00,0.0,0.0,0.0,0
2024-01-04 09:30:00,0.0,0.0,0.0,0
2024-01-04 09:45:00,0.0,0.0,0.0,0
2024-01-04 10:00:00,0.0,0.0,0.0,0
2024-01-04 10:15:00,0.0,0.0,0.0,0
2024-01-04 10:30:00,0.0,0.0,0.0,0
2024-01-04 10:45:00,0.0,0.0,0.0,0
2024-01-04 11:00:00,0.0,0.0,0.0,0
2024-01-04 11:15:00,0.0,0.0,0.0,0
2024-01-04 11:30:00,0.0,0.0,0.0,0
2024-01-04 11:45:00,0.0,0.0,0.0,0
2024-01-04 12:00:00,0.0,0.0,0.0,0
2024-01-04 12:15:00,0.0,0.0,0.0,0
2024-01-04 12:30:00,0.0,0.0,0.0,0
2024-01-04 12:45:00,0.0,0.0,0.0,0
2024-01-04 13:00:00,0.0,0.0,0.0,0
2024-01-04 13:15:00,0.0,0.0,0.0,0
2024-01-04 13:30:00,0.0,0.0,0.0,0
2024-01-04 13:45:00,0.0,0.0,0.0,0
2024-01-04 14:00:00,0.0,0.0,0.0,0
2024-01-04 14:15:00,0.0,0.0,0.0,0
2024-01-04 14:30:00,0.0,0.0,0.0,0
2024-01-04 14:45:00,0.0,0.0,0.0,0
2024-01-04 15:00:00,0.0,0.0,0.0,0
2024-01-04 15:15:00,0.0,0.0,0.0,0
2024-01-04 15:30:00,0.0,0.0,0.0,0
2024-01-04 15:45:00,0.0,0.0,0.0,0
2024-01-04 16:00:00,200.0,200.0,0.0,0
2024-01-04 16:15:00,420.0,420.0,0.0,0
2024-01-04 16:30:00,430.0,430.0,0.0,0
2024-01-04 16:45:00,450.0,450.0,0.0,0
2024-01-04 17:00:00,470.0,470.0,0.0,0
2024-01-04 17:15:00,500.0,500.0,0.0,0
2024-01-04 17:30:00,500.0,500.0,0.0,0
2024-01-04 17:45:00,500.0,500.0,0.0,0
2024-01-04 18:00:00,550.0,550.0,0.0,0
2024-01-04 18:15:00,600.0,600.0,0.0,0
2024-01-04 18:30:00,600.0,600.0,0.0,0
2024-01-04 18:45:00,600.0,600.0,0.0,0
2024-01-04 19:00:00,600.0,600.0,0.0,0
2024-01-04 19:15:00,600.0,600.0,0.0,0
2024-01-04 19:30:00,600.0,600.0,0.0,0
2024-01-04 19:45:00,650.0,650.0,0.0,0
2024-01-04 20:00:00,600.0,600.0,0.0,0
2024-01-04 20:15:00,580.0,580.0,0.0,0
2024-01-04 20:30:00,580.0,580.0,0.0,0
2024-01-04 20:45:00,550.0,550.0,0.0,0
2024-01-04 21:00:00,580.0,580.0,0.0,0
2024-01-04 21:15:00,540.0,540.0,0.0,0
2024-01-04 21:30:00,550.0,550.0,0.0,0
2024-01-04 21:45:00,550.0,550.0,0.0,0
2024-01-04 22:00:00,500.0,500.0,0.0,0
2024-01-04 22:15:00,500.0,500.0,0.0,0
2024-01-04 22:30:00,500.0,500.0,0.0,0
2024-01-04 22:45:00,460.0,460.0,0.0,0
2024-01-04 23:00:00,450.0,450.0,0.0,0
2024-01-04 23:15:00,450.0,450.0,0.0,0
2024-01-04 23:30:00,450.0,450.0,0.0,0
2024-01-04 23:45:00,430.0,430.0,0.0,0
2024-01-05 00:00:00,430.0,430.0,0.0,0
2024-01-05 00:15:00,420.0,420.0,0.0,0
2024-01-05 00:30:00,420.0,420.0,0.0,0
2024-01-05 00:45:00,420.0,420.0,0.0,0
2024-01-05 01:00:00,420.0,420.0,0.0,0
2024-01-05 01:15:00,420.0,420.0,0.0,0
2024-01-05 01:30:00,420.0,420.0,0.0,0
2024-01-05 01:45:00,420.0,420.0,0.0,0
2024-01-05 02:00:00,420.0,420.0,0.0,0
2024-01-05 02:15:00,420.0,420.0,0.0,0
2024-01-05 02:30:00,410.0,410.0,0.0,0
2024-01-05 02:45:00,410.0,410.0,0.0,0
2024-01-05 03:00:00,420.0,420.0,0.0,0
2024-01-05 03:15:00,410.0,410.0,0.0,0
2024-01-05 03:30:00,420.0,420.0,0.0,0
2024-01-05 03:45:00,420.0,420.0,0.0,0
2024-01-05 04:00:00,420.0,420.0,0.0,0
2024-01-05 04:15:00,410.0,410.0,0.0,0
2024-01-05 04:30:00,420.0,420.0,0.0,0
2024-01-05 04:45:00,420.0,420.0,0.0,0
2024-01-05 05:00:00,420.0,420.0,0.0,0
2024-01-05 05:15:00,420.0,420.0,0.0,0
2024-01-05 05:30:00,420.0,420.0,0.0,0
2024-01-05 05:45:00,420.0,420.0,0.0,0
2024-01-05 06:00:00,420.0,420.0,0.0,0
2024-01-05 06:15:00,420.0,420.0,0.0,0
2024-01-05 06:30:00,420.0,420.0,0.0,0
2024-01-05 06:45:00,420.0,420.0,0.0,0
2024-01-05 07:00:00,430.0,430.0,0.0,0
2024-01-05 07:15:00,430.0,430.0,0.0,0
2024-01-05 07:30:00,430.0,430.0,0.0,0
2024-01-05 07:45:00,450.0,450.0,0.0,0
2024-01-05 08:00:00,430.0,430.0,0.0,0
2024-01-05 08:15:00,450.0,450.0,0.0,0
2024-01-05 08:30:00,430.0,430.0,0.0,0
2024-01-05 08:45:00,430.0,430.0,0.0,0
2024-01-05 09:00:00,420.0,420.0,0.0,0
2024-01-05 09:15:00,400.0,400.0,0.0,0
2024-01-05 09:30:00,390.0,390.0,0.0,0
2024-01-05 09:45:00,370.0,370.0,0.0,0
2024-01-05 10:00:00,360.0,360.0,0.0,0
2024-01-05 10:15:00,350.0,350.0,0.0,0
2024-01-05 10:30:00,360.0,360.0,0.0,0
2024-01-05 10:45:00,340.0,340.0,0.0,0
2024-01-05 11:00:00,300.0,300.0,0.0,0
2024-01-05 11:15:00,1.0,1.0,0.0,0
2024-01-05 11:30:00,0.0,0.0,0.0,0
2024-01-05 11:45:00,0.0,0.0,0.0,0
2024-01-05 12:00:00,0.0,0.0,0.0,0
2024-01-05 12:15:00,0.0,0.0,0.0,0
2024-01-05 12:30:00,0.0,0.0,0.0,0
2024-01-05 12:45:00,0.0,0.0,0.0,0
2024-01-05 13:00:00,0.0,0.0,0.0,0
2024-01-05 13:15:00,0.0,0.0,0.0,0
2024-01-05 13:30:00,0.0,0.0,0.0,0
2024-01-05 13:45:00,0.0,0.0,0.0,0
2024-01-05 14:00:00,0.0,0.0,0.0,0
2024-01-05 14:15:00,0.0,0.0,0.0,0
2024-01-05 14:30:00,0.0,0.0,0.0,0
2024-01-05 14:45:00,0.0,0.0,0.0,0
2024-01-05 15:00:00,0.0,0.0,0.0,0
2024-01-05 15:15:00,0.0,0.0,0.0,0
2024-01-05 15:30:00,0.0,0.0,0.0,0
2024-01-05 15:45:00,0.0,0.0,0.0,0
2024-01-05 16:00:00,350.0,350.0,0.0,0
2024-01-05 16:15:00,400.0,400.0,0.0,0
2024-01-05 16:30:00,430.0,430.0,0.0,0
2024-01-05 16:45:00,450.0,450.0,0.0,0
2024-01-05 17:00:00,450.0,450.0,0.0,0
2024-01-05 17:15:00,460.0,460.0,0.0,0
2024-01-05 17:30:00,490.0,490.0,0.0,0
2024-01-05 17:45:00,480.0,480.0,0.0,0
2024-01-05 18:00:00,480.0,480.0,0.0,0
2024-01-05 18:15:00,480.0,480.0,0.0,0
2024-01-05 18:30:00,480.0,480.0,0.0,0
2024-01-05 18:45:00,460.0,460.0,0.0,0
2024-01-05 19:00:00,460.0,460.0,0.0,0
2024-01-05 19:15:00,450.0,450.0,0.0,0
2024-01-05 19:30:00,450.0,450.0,0.0,0
2024-01-05 19:45:00,430.0,430.0,0.0,0
2024-01-05 20:00:00,440.0,440.0,0.0,0
2024-01-05 20:15:00,430.0,430.0,0.0,0
2024-01-05 20:30:00,420.0,420.0,0.0,0
2024-01-05 20:45:00,420.0,420.0,0.0,0
2024-01-05 21:00:00,410.0,410.0,0.0,0
2024-01-05 21:15:00,400.0,400.0,0.0,0
2024-01-05 21:30:00,398.759,400.0,-1.241,0
2024-01-05 21:45:00,383.86899999999997,387.859,-3.99,0
2024-01-05 22:00:00,397.517,400.0,-2.483,0
2024-01-05 22:15:00,400.0,400.0,0.0,0
2024-01-05 22:30:00,370.0,374.324,-4.324,0
2024-01-05 22:45:00,370.0,374.417,-4.417,0
2024-01-05 23:00:00,353.793,360.0,-6.207,0
2024-01-05 23:15:00,354.668,360.0,-5.332,0
2024-01-05 23:30:00,367.173,370.798,-3.625,0
2024-01-05 23:45:00,369.999,373.125,-3.126,0
2024-01-06 00:00:00,380.0,380.0,0.0,0
2024-01-06 00:15:00,380.0,380.0,0.0,0
2024-01-06 00:30:00,390.0,390.0,0.0,0
2024-01-06 00:45:00,390.0,390.0,0.0,0
2024-01-06 01:00:00,400.0,400.0,0.0,0
2024-01-06 01:15:00,400.0,400.0,0.0,0
2024-01-06 01:30:00,400.0,400.0,0.0,0
2024-01-06 01:45:00,400.0,400.0,0.0,0
2024-01-06 02:00:00,400.0,400.0,0.0,0
2024-01-06 02:15:00,410.0,410.0,0.0,0
2024-01-06 02:30:00,400.0,400.0,0.0,0
2024-01-06 02:45:00,420.0,420.0,0.0,0
2024-01-06 03:00:00,420.0,420.0,0.0,0
2024-01-06 03:15:00,420.0,420.0,0.0,0
2024-01-06 03:30:00,420.0,420.0,0.0,0
2024-01-06 03:45:00,420.0,420.0,0.0,0
2024-01-06 04:00:00,430.0,430.0,0.0,0
2024-01-06 04:15:00,430.0,430.0,0.0,0
2024-01-06 04:30:00,450.0,450.0,0.0,0
2024-01-06 04:45:00,450.0,450.0,0.0,0
